Id,casualty_severity
134951, 2
412163, 3
416093, 2
181732, 1
437085, 2
512989, 2
355374, 1
251819, 2
145353, 2
430575, 2
501786, 2
476900, 2
120128, 3
217961, 2
437136, 2
251504, 2
24627, 3
611730, 2
514231, 2
88456, 2
141914, 2
467737, 2
65876, 2
615834, 2
648115, 2
537339, 3
309737, 2
398941, 1
553190, 2
283372, 2
244101, 2
651479, 2
192056, 2
117605, 2
626845, 2
516786, 2
243751, 2
231376, 3
349930, 2
484293, 3
371118, 2
268309, 2
585053, 2
422128, 3
556378, 2
138325, 3
364296, 2
176802, 2
641144, 2
56482, 2
178920, 2
209729, 2
136436, 3
388970, 2
655667, 2
472539, 2
57289, 2
115460, 3
373658, 3
38475, 2
512877, 2
280932, 3
197200, 1
157426, 1
120950, 3
585529, 1
316504, 2
440939, 2
298141, 2
9606, 3
592042, 2
158726, 2
549766, 3
200807, 2
179583, 2
288752, 2
602344, 2
81301, 2
109897, 2
651208, 2
312200, 1
62826, 1
528726, 3
610231, 2
327088, 2
290052, 2
193064, 2
119729, 2
401157, 3
562921, 2
491835, 3
535053, 1
458317, 2
147585, 2
556261, 2
269368, 3
115111, 1
349990, 2
562482, 2
505685, 3
432380, 1
19350, 2
553884, 2
130056, 2
441611, 2
557118, 3
290025, 1
98533, 2
396558, 2
453465, 2
89734, 3
419772, 2
163494, 2
5877, 2
379454, 2
212802, 2
252053, 2
219644, 2
45925, 2
502003, 2
65168, 2
119586, 2
115755, 2
501085, 2
404341, 2
252329, 2
662376, 3
652042, 2
226849, 2
231904, 3
312524, 2
113966, 2
595775, 2
240032, 2
656721, 2
126269, 3
641159, 2
586878, 2
318413, 2
80074, 2
207027, 2
239946, 2
418977, 2
636620, 2
86393, 2
449872, 2
265592, 2
106952, 3
38751, 2
36372, 2
615939, 3
265559, 2
145050, 2
635445, 2
84632, 1
104010, 2
487329, 1
253789, 2
207035, 3
21699, 2
113254, 2
604739, 2
396766, 3
33936, 2
429950, 2
633037, 2
146995, 2
263548, 2
636711, 3
100975, 2
